konu,soru,secenekler,dogru,cozum
Üslü Sayılar,"Bir dijital medya arşivi yöneticisi, video dosyalarının boyutlarını düzenlemektedir. Arşivdeki standart bir video dosyası 2^10 KB (kilobayt) boyutundadır. Bu yönetici, dosyaları küçültmek için 'sıkıştır' komutunu kullandığında dosyanın boyutu her seferinde yarıya inmektedir. Dosyanın kalitesini artırmak için 'yükselt' komutunu kullandığında ise dosyanın boyutu her seferinde 4 katına çıkmaktadır. Yönetici, standart bir video dosyasına önce 4 kez 'sıkıştır' komutu uygulamış, ardından bu yeni dosyaya 3 kez 'yükselt' komutu uygulamıştır. Buna göre, son durumda oluşan dosyanın boyutu kaç KB olur?","{""A"": ""2^9"", ""B"": ""2^10"", ""C"": ""2^11"", ""D"": ""2^12"", ""E"": ""2^13""}",D,"Başlangıçtaki dosya boyutu 2^10 KB'tır. 4 kez 'sıkıştır' komutu uygulandığında, dosya boyutu (1/2)^4 katına iner. Bu da 2^-4 katı demektir. Yeni boyut: 2^10 * 2^-4 = 2^(10-4) = 2^6 KB olur. Bu 2^6 KB boyutundaki dosyaya 3 kez 'yükselt' komutu uygulanmıştır. 'Yükselt' komutu boyutu 4 katına çıkardığı için, 3 kez uygulandığında boyut 4^3 katına çıkar. 4^3 ifadesini üslü sayı olarak (2^2)^3 şeklinde yazabiliriz, bu da 2^(2*3) = 2^6 demektir. Son durumda dosyanın boyutu: 2^6 * 2^6 = 2^(6+6) = 2^12 KB olur."
Üslü Sayılar,"Bir bilgisayar sisteminde, belirli bir dosya türü üzerinde ardışık işlemler yapılmaktadır. Her işlem adımında dosyanın boyutu 4 katına çıkmakta, ancak hemen ardından yapılan güvenlik taraması sırasında oluşan veri temizliği nedeniyle dosya boyutunun yarısı kadar küçülme yaşanmaktadır. Başlangıçta 2^20 kilobayt (KB) boyutunda olan bir dosya, bu işlem adımlarından toplam 3 kez geçtiğinde son durumda dosyanın boyutu kaç KB olur?","{""A"": ""2^17"", ""B"": ""2^21"", ""C"": ""2^23"", ""D"": ""2^26"", ""E"": ""2^29""}",C,"Başlangıçtaki dosya boyutu 2^20 KB'tır. Her işlem adımında dosyanın boyutu 4 katına çıkmaktadır. Bu, mevcut boyutu 2^2 ile çarpmak demektir. Hemen ardından dosya boyutunun yarısı kadar küçülme yaşanmaktadır. Bu da mevcut boyutu 1/2 (yani 2^-1) ile çarpmak demektir. Bir işlem adımında gerçekleşen net değişim faktörü = (4) * (1/2) = 2'dir. Üslü ifade olarak: 2^2 * 2^-1 = 2^(2-1) = 2^1. Bu işlem adımı toplam 3 kez tekrar edildiğine göre, başlangıçtaki dosya boyutu (2^1)^3 ile çarpılmalıdır. Son durumdaki dosya boyutu = 2^20 * (2^1)^3 = 2^20 * 2^(1*3) = 2^20 * 2^3 = 2^(20+3) = 2^23 KB."
Üslü Sayılar,"Bir dijital sanatçı, kare şeklinde bir görsel üzerinde çalışmaktadır. Görselin başlangıçtaki bir kenar uzunluğu 'k' birimdir. Tasarımcı, görselin boyutlarını sırasıyla aşağıdaki adımlarla değiştirmektedir: 1. Adım: Görselin her bir kenar uzunluğunu 2^3 katına çıkarıyor. 2. Adım: Elde edilen görselin her bir kenar uzunluğunu 3^2 katına çıkarıyor. 3. Adım: Son olarak, bu görselin her bir kenar uzunluğunu 1/6 katına düşürüyor. Bu üç adımın sonunda, görselin alanı başlangıçtaki alanına göre kaç katına çıkmıştır?","{""A"": ""12"", ""B"": ""72"", ""C"": ""144"", ""D"": ""96"", ""E"": ""216""}",C,"Başlangıçtaki kenar uzunluğu 'k' birim ise, başlangıçtaki alanı k^2'dir. Kenar uzunluğundaki değişim faktörlerini sırasıyla çarpalım: 1. Adım faktörü: 2^3 = 8 2. Adım faktörü: 3^2 = 9 3. Adım faktörü: 1/6 Toplam kenar uzunluğu değişim faktörü = 8 * 9 * (1/6) = 72 * (1/6) = 12. Bu, görselin son kenar uzunluğunun başlangıçtaki kenar uzunluğunun 12 katı olduğu anlamına gelir (k * 12). Karenin alanı kenar uzunluğunun karesi olduğu için, alanın kaç katına çıktığını bulmak için bu toplam faktörün karesini almalıyız: Alan değişim faktörü = (Toplam kenar uzunluğu değişim faktörü)^2 Alan değişim faktörü = (12)^2 = 144. Dolayısıyla, görselin alanı başlangıçtaki alanına göre 144 katına çıkmıştır."
Üslü Sayılar,"Bir Ar-Ge laboratuvarında yeni nesil bir veri aktarım teknolojisi geliştirilmektedir. Bu teknoloji, her yeni nesilde aktarım hızını belirli bir kat artırmaktadır. Geliştirilen ilk nesil (Nesil 1) saniyede 4^3 bit veri aktarabilmektedir. 2. nesil, 3. nesil ve 4. nesillerin her biri, bir önceki neslin aktarım hızını 8 katına çıkarmaktadır. Ancak, 4. nesilden sonraki (yani 5. nesil ve sonrası) her yeni nesilde, teknoloji daha da karmaşıklaştığı için aktarım hızı bir önceki neslin 1/2 katına inmektedir. Buna göre, 5. nesil teknolojinin saniyedeki veri aktarım hızı kaç bit'tir?","{""A"": ""2^12"", ""B"": ""2^13"", ""C"": ""2^14"", ""D"": ""2^15"", ""E"": ""2^16""}",C,Nesil 1 hızı = 4^3 = (2^2)^3 = 2^6 bit/s. Nesil 2 hızı = Nesil 1 * 8 = 2^6 * 2^3 = 2^(6+3) = 2^9 bit/s. Nesil 3 hızı = Nesil 2 * 8 = 2^9 * 2^3 = 2^(9+3) = 2^12 bit/s. Nesil 4 hızı = Nesil 3 * 8 = 2^12 * 2^3 = 2^(12+3) = 2^15 bit/s. Nesil 5 hızı = Nesil 4 * (1/2) = 2^15 * 2^-1 = 2^(15-1) = 2^14 bit/s.
Üslü Sayılar,"Bir oyuncak fabrikası, farklı boyutlarda üç tür küresel bilye üretmektedir. Bu bilyelerin yarıçapları aşağıdaki gibi belirlenmiştir: K tipi bilyelerin yarıçapı: 4^x mm L tipi bilyelerin yarıçapı: 2^(3x-1) mm M tipi bilyelerin yarıçapı: 8^(x-1) mm Fabrika, kalite kontrol testlerinde K tipi ve L tipi bilyelerin hacimlerinin eşit olduğunu tespit etmiştir. Bilyelerin yoğunlukları sabit olduğuna göre, M tipi bir bilyenin hacminin K tipi bir bilyenin hacmine oranı kaçtır?","{""A"": ""1/16"", ""B"": ""1/32"", ""C"": ""1/64"", ""D"": ""1/128"", ""E"": ""1/256""}",C,"Küresel bir bilyenin hacmi, yarıçapının küpüyle doğru orantılıdır (V = (4/3)πr^3). Bu nedenle, hacimlerin eşit olması, yarıçapların eşit olması anlamına gelir. Öncelikle tüm yarıçap ifadelerini 2 tabanında yazalım: r_K = 4^x = (2^2)^x = 2^(2x) r_L = 2^(3x-1) r_M = 8^(x-1) = (2^3)^(x-1) = 2^(3x-3) K tipi ve L tipi bilyelerin hacimleri eşit olduğu için yarıçapları da eşittir: r_K = r_L 2^(2x) = 2^(3x-1) Tabanlar aynı olduğundan üsler eşit olmalıdır: 2x = 3x - 1 1 = 3x - 2x x = 1 Şimdi x=1 değerini kullanarak K ve M tipi bilyelerin yarıçaplarını bulalım: r_K = 2^(2*1) = 2^2 = 4 mm r_M = 2^(3*1-3) = 2^0 = 1 mm M tipi bir bilyenin hacminin K tipi bir bilyenin hacmine oranı, yarıçaplarının küplerinin oranına eşittir: V_M / V_K = (r_M)^3 / (r_K)^3 = (1)^3 / (4)^3 = 1 / 64"
Üslü Sayılar,"Bir araştırma laboratuvarında, yeni geliştirilen özel bir mikroorganizma türü farklı boyutlardaki kaplarda muhafaza edilmektedir. Kapların hiyerarşik yapısı şu şekildedir: - Her bir büyük kap, içerisinde 8 adet orta boy kap barındırır. - Her bir orta boy kap, içerisinde 4 adet küçük boy kap barındırır. - Her bir küçük boy kap, içerisinde 2 adet deney tüpü barındırır. - Her bir deney tüpünde ise 16 adet mikroorganizma bulunmaktadır. Laboratuvarda bulunan 2 adet büyük kapta toplam kaç adet mikroorganizma bulunmaktadır?","{""A"": ""2^9"", ""B"": ""2^10"", ""C"": ""2^11"", ""D"": ""2^12"", ""E"": ""2^13""}",C,Her bir aşamadaki miktarları 2'nin kuvveti olarak yazalım: - Büyük kap: 8 orta boy kap = 2^3 orta boy kap - Orta boy kap: 4 küçük boy kap = 2^2 küçük boy kap - Küçük boy kap: 2 deney tüpü = 2^1 deney tüpü - Deney tüpü: 16 mikroorganizma = 2^4 mikroorganizma 1 adet büyük kapta bulunan toplam mikroorganizma sayısı: 2^3 * 2^2 * 2^1 * 2^4 = 2^(3+2+1+4) = 2^10 Laboratuvarda 2 adet büyük kap olduğu için toplam mikroorganizma sayısı: 2 * 2^10 = 2^11
Üslü Sayılar,"Bir üretim tesisinde farklı boyutlarda sıvı kapları üretilmektedir. Küçük boy kapların her birinin hacmi 2^2 litre, orta boy kapların her birinin hacmi 2^5 litre ve büyük boy kapların her birinin hacmi 2^7 litredir. Tesiste üretilen toplam 2^3 adet büyük boy kabın içerisindeki sıvının yarısı, küçük boy kaplara tamamen doldurulmak isteniyor. Bu işlem için kaç adet küçük boy kaba ihtiyaç vardır?","{""A"": ""2^4"", ""B"": ""2^5"", ""C"": ""2^7"", ""D"": ""2^8"", ""E"": ""2^9""}",C,1. Toplam büyük boy kap hacmi: 2^3 adet büyük boy kap * 2^7 litre/kap = 2^(3+7) = 2^10 litre. 2. Bu hacmin yarısı: 2^10 litre / 2 = 2^10 * 2^-1 = 2^(10-1) = 2^9 litre. 3. Küçük boy kaplara doldurulacak sıvı miktarı (2^9 litre) için gerekli küçük boy kap sayısı: 2^9 litre / 2^2 litre/kap = 2^(9-2) = 2^7 adet.
Köklü Sayılar,"Bir marangoz, birbirine geçmeli iki farklı ahşap parçayı birleştirerek yeni bir parça elde edecektir. Birinci parçanın uzunluğu kök(243) cm, ikinci parçanın uzunluğu ise kök(75) cm'dir. Bu iki parça birleştirildiğinde, oluşan yeni parçanın toplam uzunluğu, başlangıçtaki iki parçanın uzunlukları farkının 3 katına eşit olmaktadır. Buna göre, yeni oluşan parçanın uzunluğu kaç cm'dir?","{""A"": ""4 kök(3)"", ""B"": ""10 kök(3)"", ""C"": ""12 kök(3)"", ""D"": ""14 kök(3)"", ""E"": ""15 kök(3)""}",C,"Birinci parçanın uzunluğu: kök(243) = kök(81 * 3) = 9 kök(3) cm. İkinci parçanın uzunluğu: kök(75) = kök(25 * 3) = 5 kök(3) cm. Bu iki parçanın uzunlukları farkı: 9 kök(3) - 5 kök(3) = 4 kök(3) cm. Yeni oluşan parçanın toplam uzunluğu, bu farkın 3 katına eşit olduğuna göre: 3 * (4 kök(3)) = 12 kök(3) cm."
Köklü Sayılar,"Bir elektronik mühendisi, iki farklı türde özel üretim kablo için uzunluk hesaplamaktadır. Birinci tür kablonun (Kablo A) uzunluğu √108 + √48 metre olarak belirlenmiştir. İkinci tür kablonun (Kablo B) uzunluğu ise √243 - √3 metre olarak belirlenmiştir. Mühendis, bu kabloların seri üretimine geçmeden önce, Kablo A'nın uzunluğunun Kablo B'nin uzunluğuna oranını merak etmektedir. Buna göre, Kablo A'nın uzunluğu Kablo B'nin uzunluğunun kaç katıdır?","{""A"": ""4/5"", ""B"": ""1"", ""C"": ""5/4"", ""D"": ""10/9"", ""E"": ""9/8""}",C,"Kablo A'nın uzunluğunu hesaplayalım: √108 + √48 = √(36*3) + √(16*3) = 6√3 + 4√3 = 10√3 metre. Kablo B'nin uzunluğunu hesaplayalım: √243 - √3 = √(81*3) - √3 = 9√3 - √3 = 8√3 metre. Kablo A'nın uzunluğunun Kablo B'nin uzunluğuna oranı: (10√3) / (8√3) = 10/8 = 5/4. Dolayısıyla, Kablo A'nın uzunluğu Kablo B'nin uzunluğunun 5/4 katıdır."
Köklü Sayılar,"Bir robot teknolojileri firması, geliştirdiği üç farklı model robotun maksimum kol uzanım mesafesini (reach) santimetre cinsinden aşağıdaki gibi belirlemiştir: * Model X: kök(243) cm * Model Y: kök(108) + kök(12) cm * Model Z: 2 * kök(75) cm Firmanın pazarlama departmanı, bu üç robotu kol uzanım mesafelerine göre en kısadan en uzuna doğru sıralamak istemektedir. Buna göre doğru sıralama aşağıdakilerden hangisidir?","{""A"": ""X < Y < Z"", ""B"": ""Y < X < Z"", ""C"": ""Y < Z < X"", ""D"": ""X < Z < Y"", ""E"": ""Z < Y < X""}",B,Verilen robot modellerinin kol uzanım mesafelerini köklü ifadelerle sadeleştirelim: Model X: kök(243) = kök(81 * 3) = 9 * kök(3) cm Model Y: kök(108) + kök(12) = kök(36 * 3) + kök(4 * 3) = 6 * kök(3) + 2 * kök(3) = (6 + 2) * kök(3) = 8 * kök(3) cm Model Z: 2 * kök(75) = 2 * kök(25 * 3) = 2 * 5 * kök(3) = 10 * kök(3) cm Şimdi bu değerleri küçükten büyüğe doğru sıralayalım: 8 * kök(3) < 9 * kök(3) < 10 * kök(3) Bu da Y < X < Z sıralamasına karşılık gelir. Doğru sıralama Y < X < Z şeklindedir.
Köklü Sayılar,"Bir botanik bahçesi peyzaj düzenlemesi yapan mimar, üç farklı kare şeklinde özel bitki alanı oluşturacaktır. Bu alanların metrekare cinsinden yüzey alanları sırasıyla 75, 108 ve 300'dür. Mimar, her bir kare alanın etrafına ayrı ayrı özel bir çit çekmeyi planlamaktadır. Bu işlem için toplamda kaç metre çite ihtiyaç vardır?","{""A"": ""21√3"", ""B"": ""78√3"", ""C"": ""84√3"", ""D"": ""90√3"", ""E"": ""100√3""}",C,"Bir karenin alanı A ise, bir kenar uzunluğu √A'dır. Çevresi ise 4√A'dır. 1. alan: 75 m^2 -> Kenar uzunluğu = √75 = √(25 * 3) = 5√3 metre. Çevresi = 4 * 5√3 = 20√3 metre. 2. alan: 108 m^2 -> Kenar uzunluğu = √108 = √(36 * 3) = 6√3 metre. Çevresi = 4 * 6√3 = 24√3 metre. 3. alan: 300 m^2 -> Kenar uzunluğu = √300 = √(100 * 3) = 10√3 metre. Çevresi = 4 * 10√3 = 40√3 metre. Toplam çit uzunluğu, bu üç çevrenin toplamıdır: 20√3 + 24√3 + 40√3 = (20 + 24 + 40)√3 = 84√3 metre."
Köklü Sayılar,"Bir peyzaj mimarı, dikdörtgen şeklinde bir bahçe tasarlamaktadır. Bahçenin uzun kenarı (√20 + √5) metre, kısa kenarı ise (√45 - √5) metredir. Bu bahçenin alanı kaç metrekaredir?","{""A"": ""10"", ""B"": ""10√10"", ""C"": ""30"", ""D"": ""40"", ""E"": ""60""}",C,"Bahçenin uzun kenarı (U) ve kısa kenarı (K) önce sadeleştirilir: U = √20 + √5 = √(4*5) + √5 = 2√5 + √5 = 3√5 metre. K = √45 - √5 = √(9*5) - √5 = 3√5 - √5 = 2√5 metre. Bahçenin alanı (A), U * K formülüyle bulunur: A = (3√5) * (2√5) A = 3 * 2 * (√5 * √5) A = 6 * 5 A = 30 metrekare."
Köklü Sayılar,"Bir fırıncı, özel bir tarif için üç farklı türde un kullanacaktır. Tarifte belirtilen un miktarları aşağıdaki gibidir: - Birinci tür un: kök içinde 108 birim - İkinci tür un: kök içinde 75 birim - Üçüncü tür un: kök içinde 27 birim Fırıncının elinde tüm un türlerini karşılayabilecek kök içinde 675 birimlik özel bir karışım un bulunmaktadır. Fırıncı bu karışım unun tamamını kullanmak istemektedir. Buna göre, fırıncının elindeki özel karışım un, tarif için gerekli olan toplam un miktarından ne kadar fazladır?","{""A"": ""0"", ""B"": ""kök 2"", ""C"": ""kök 3"", ""D"": ""2 kök 3"", ""E"": ""3 kök 3""}",C,"Gerekli un miktarlarını sadeleştirelim: - Birinci tür un: kök içinde 108 = kök içinde (36 * 3) = 6 kök 3 birim - İkinci tür un: kök içinde 75 = kök içinde (25 * 3) = 5 kök 3 birim - Üçüncü tür un: kök içinde 27 = kök içinde (9 * 3) = 3 kök 3 birim Toplam gerekli un miktarı = 6 kök 3 + 5 kök 3 + 3 kök 3 = (6 + 5 + 3) kök 3 = 14 kök 3 birim. Fırıncının elindeki özel karışım un miktarını sadeleştirelim: - kök içinde 675 = kök içinde (225 * 3) = 15 kök 3 birim. Fırıncının elindeki unun, gerekli olan toplam un miktarından ne kadar fazla olduğunu bulmak için çıkarma işlemi yaparız: 15 kök 3 - 14 kök 3 = (15 - 14) kök 3 = 1 kök 3 = kök 3 birim."
Köklü Sayılar,"Bir müze görevlisi, sergilenmek üzere iki farklı kare cam panel hazırlamaktadır. Birinci cam panelin alanı 50 cm^2, ikinci cam panelin alanı ise 128 cm^2'dir. Müze görevlisi, bu iki panelin birer kenar uzunluklarını birleştirerek yeni bir uzunluk elde etmek isteseydi, bu uzunluk kaç cm olurdu?","{""A"": ""kök(178)"", ""B"": ""12 kök(2)"", ""C"": ""13 kök(2)"", ""D"": ""14 kök(2)"", ""E"": ""13""}",C,"1. Birinci cam panelin alanı 50 cm^2 olduğuna göre, bir kenar uzunluğu kök(50) cm'dir. kök(50) = kök(25 * 2) = 5 kök(2) cm. 2. İkinci cam panelin alanı 128 cm^2 olduğuna göre, bir kenar uzunluğu kök(128) cm'dir. kök(128) = kök(64 * 2) = 8 kök(2) cm. 3. Bu iki kenar uzunluğu birleştirilerek elde edilecek toplam uzunluk: 5 kök(2) + 8 kök(2) = (5 + 8) kök(2) = 13 kök(2) cm'dir."
Köklü Sayılar,"Bir terzi, elindeki bir top kumaştan uzunluğu √800 cm olan bir şerit kesmiştir. Bu şeridin bir ucundan, uzunluğu √128 cm olan bir parçayı masa süsü için ayırıyor. Kalan kumaşın diğer ucundan ise uzunluğu √98 cm olan bir parçayı farklı bir dekorasyon için ayırıyor. Terzinin elinde kalan kumaş şeridinin uzunluğu kaç cm'dir?","{""A"": ""3√2"", ""B"": ""6√2"", ""C"": ""5√2"", ""D"": ""12√2"", ""E"": ""15√2""}",C,Başlangıçtaki kumaş şeridinin uzunluğunu kök dışına çıkaralım: √800 = √(400 * 2) = 20√2 cm. Masa süsü için ayrılan parçanın uzunluğunu kök dışına çıkaralım: √128 = √(64 * 2) = 8√2 cm. Dekorasyon için ayrılan parçanın uzunluğunu kök dışına çıkaralım: √98 = √(49 * 2) = 7√2 cm. Toplam kesilen kumaş miktarı: 8√2 + 7√2 = 15√2 cm. Terzinin elinde kalan kumaş şeridinin uzunluğu: 20√2 - 15√2 = 5√2 cm.
Köklü Sayılar,"Bir demirci, kenar uzunlukları köklü sayılar olan kare şeklinde süs eşyaları yapmak için demir çubuklar kesmektedir. Demirci, kenar uzunluğu √72 cm olan kare çerçeveden bir tane ve kenar uzunluğu √18 cm olan kare çerçeveden ise iki tane yapmıştır. Buna göre, demirci bu üç çerçeve için toplam kaç cm demir çubuk kullanmıştır?","{""A"": ""30√2"", ""B"": ""36√2"", ""C"": ""48√2"", ""D"": ""42√2"", ""E"": ""54√2""}",C,Kenar uzunluğu √72 cm olan kare çerçeveden bir tane yapılmıştır. Bu çerçevenin çevresi: 4 * √72 = 4 * √(36*2) = 4 * 6√2 = 24√2 cm. Kenar uzunluğu √18 cm olan kare çerçeveden iki tane yapılmıştır. Bir tane √18 cm kenarlı çerçevenin çevresi: 4 * √18 = 4 * √(9*2) = 4 * 3√2 = 12√2 cm. İki tane √18 cm kenarlı çerçevenin toplam çevresi: 2 * 12√2 = 24√2 cm. Toplam kullanılan demir çubuk miktarı: 24√2 (büyük çerçeve) + 24√2 (iki küçük çerçeve) = 48√2 cm.
Köklü Sayılar,"Bir oyuncak yapımcısı, metal tellerden oluşan bir robot modeli tasarlamaktadır. Bu robotun her bir kolu için √12 cm, her bir bacağı için √27 cm ve gövdesi için √75 cm uzunluğunda tel parçaları kullanmaktadır. Robotun iki kolu ve iki bacağı olduğuna göre, bu robot modeli için toplam kaç cm tel kullanılmıştır?","{""A"": ""10√3"", ""B"": ""13√3"", ""C"": ""15√3"", ""D"": ""16√3"", ""E"": ""17√3""}",C,Her bir kol için √12 = √(4*3) = 2√3 cm tel kullanılır. İki kol için 2 * 2√3 = 4√3 cm. Her bir bacak için √27 = √(9*3) = 3√3 cm tel kullanılır. İki bacak için 2 * 3√3 = 6√3 cm. Gövde için √75 = √(25*3) = 5√3 cm tel kullanılır. Toplam kullanılan tel uzunluğu: 4√3 + 6√3 + 5√3 = (4+6+5)√3 = 15√3 cm.
Köklü Sayılar,"Bir ressam, özel bir renk tonu elde etmek için üç farklı boyayı karıştırmaktadır. Kullanacağı boyaların hacimleri aşağıdaki gibidir: - Birinci boya: (√72 + √18) cm³ - İkinci boya: (√98 - √8) cm³ - Üçüncü boya: (√32 + √2) cm³ Ressam, bu üç boyayı boş bir kaba tamamen boşalttığına göre, elde ettiği karışımın toplam hacmi kaç cm³'tür?","{""A"": ""17√2"", ""B"": ""18√2"", ""C"": ""19√2"", ""D"": ""20√2"", ""E"": ""21√2""}",C,Birinci boya: √72 + √18 = √(36*2) + √(9*2) = 6√2 + 3√2 = 9√2 cm³ İkinci boya: √98 - √8 = √(49*2) - √(4*2) = 7√2 - 2√2 = 5√2 cm³ Üçüncü boya: √32 + √2 = √(16*2) + √2 = 4√2 + √2 = 5√2 cm³ Toplam hacim: 9√2 + 5√2 + 5√2 = (9+5+5)√2 = 19√2 cm³
Köklü Sayılar,"Bir marangoz, toplam uzunluğu karekök 7200 cm olan uzun bir tahta parçasına sahiptir. Bu tahtadan, her birinin uzunluğu karekök 98 cm olan raflar kesecektir. Marangoz, 7 adet raf kestikten sonra elinde kalan tahta parçasının uzunluğu kaç cm olur?","{""A"": ""karekök 200"", ""B"": ""karekök 162"", ""C"": ""karekök 242"", ""D"": ""karekök 288"", ""E"": ""karekök 5618""}",C,1. Toplam tahta uzunluğu: karekök 7200 = karekök(3600 * 2) = 60 karekök 2 cm. 2. Her bir rafın uzunluğu: karekök 98 = karekök(49 * 2) = 7 karekök 2 cm. 3. 7 adet raf için gerekli toplam uzunluk: 7 * (7 karekök 2) = 49 karekök 2 cm. 4. Kalan tahta uzunluğu: 60 karekök 2 - 49 karekök 2 = 11 karekök 2 cm. 5. Bu değeri şıklardaki formatta yazarsak: 11 karekök 2 = karekök(11^2 * 2) = karekök(121 * 2) = karekök 242 cm.
Çarpanlara Ayırma,"Bir çiftçi, tarlalarını genişletmek için iki farklı dikdörtgen arazi satın almıştır. Birinci arazinin kenar uzunlukları (3x+2) metre ve (2x+1) metredir. İkinci arazinin kenar uzunlukları ise (2x+1) metre ve (x-1) metredir. Bu iki arazinin alanları arasındaki farkı veren cebirsel ifade aşağıdakilerden hangisidir?","{""A"": ""(2x+1)(x+3)"", ""B"": ""(4x+1)(x+3)"", ""C"": ""(2x+1)(2x+3)"", ""D"": ""(4x+3)(x+1)"", ""E"": ""(2x-1)(2x+3)""}",C,Birinci arazinin alanı: A1 = (3x+2)(2x+1) = 6x^2 + 3x + 4x + 2 = 6x^2 + 7x + 2. İkinci arazinin alanı: A2 = (2x+1)(x-1) = 2x^2 - 2x + x - 1 = 2x^2 - x - 1. Alanlar arasındaki fark: A1 - A2 = (6x^2 + 7x + 2) - (2x^2 - x - 1) = 6x^2 + 7x + 2 - 2x^2 + x + 1 = 4x^2 + 8x + 3. Bu ifadeyi çarpanlarına ayırırsak: 4x^2 + 8x + 3 = (2x+1)(2x+3).
Çarpanlara Ayırma,"Bir mobilya atölyesi, kare şeklinde ahşap paneller üretmektedir. Atölyede, kenar uzunluğu (3x+y) cm olan büyük bir kare ahşap panelden, tam ortasından kenar uzunluğu (x-y) cm olan kare şeklinde bir boşluk kesilerek dekoratif bir çerçeve oluşturuluyor. Bu çerçevelerin satışı için, kalan ahşap kısmın alanını veren cebirsel ifadeyi bulmak önemlidir. Eğer x=4 ve y=1 ise, oluşturulan çerçevedeki ahşap kısmın alanı kaç cm^2'dir?","{""A"": ""128"", ""B"": ""144"", ""C"": ""160"", ""D"": ""178"", ""E"": ""180""}",C,"Kalan ahşap kısmın alanı, büyük karenin alanından küçük karenin alanının çıkarılmasıyla bulunur. Bu, iki karenin alanları farkı demektir: Alan = (3x+y)^2 - (x-y)^2 Bu ifade, a^2 - b^2 = (a-b)(a+b) özdeşliğine göre çarpanlara ayrılabilir. Burada a = (3x+y) ve b = (x-y) dir. a-b = (3x+y) - (x-y) = 3x+y-x+y = 2x+2y a+b = (3x+y) + (x-y) = 3x+y+x-y = 4x Dolayısıyla, kalan alanın cebirsel ifadesi: Alan = (2x+2y) * (4x) = 2(x+y) * 4x = 8x(x+y) Şimdi verilen x=4 ve y=1 değerlerini yerine yazalım: Alan = 8 * 4 * (4+1) Alan = 32 * 5 Alan = 160 cm^2"
Çarpanlara Ayırma,"Bir inşaat firması, kare şeklinde iki farklı büyüklükte prefabrik ev modülü üretmektedir. Büyük modülün bir kenar uzunluğu 'x' metre, küçük modülün bir kenar uzunluğu 'y' metredir. Firmanın büyük modül için kullandığı toplam malzeme maliyeti, küçük modül için kullandığı toplam malzeme maliyetinden 4800 TL fazladır. Her iki modül için metrekare başına malzeme maliyeti aynı ve 20 TL'dir. Büyük modülün kenar uzunluğu ile küçük modülün kenar uzunluğunun toplamı 24 metre olduğuna göre, büyük modülün kenar uzunluğu 'x' kaç metredir?","{""A"": ""7"", ""B"": ""15"", ""C"": ""17"", ""D"": ""18"", ""E"": ""19""}",C,"Büyük modülün alanı x^2, küçük modülün alanı y^2'dir. Metrekare başına malzeme maliyeti 20 TL olduğundan, büyük modülün toplam maliyeti 20x^2, küçük modülün toplam maliyeti 20y^2 olur. Maliyet farkı 4800 TL olduğundan, 20x^2 - 20y^2 = 4800 denklemini yazabiliriz. Denklemi 20 ile sadeleştirirsek: x^2 - y^2 = 240 elde ederiz. İki kare farkı özdeşliğini kullanarak bu denklemi (x-y)(x+y) = 240 şeklinde çarpanlarına ayırırız. Soruda büyük modülün kenar uzunluğu ile küçük modülün kenar uzunluğunun toplamı 24 metre olarak verilmiştir, yani x+y = 24. Bu değeri çarpanlara ayrılmış denklemde yerine koyarsak: (x-y) * 24 = 240 elde ederiz. Buradan x-y = 240 / 24 = 10 bulunur. Şimdi elimizde iki basit denklem var: 1) x+y = 24 ve 2) x-y = 10. Bu iki denklemi taraf tarafa toplarsak: (x+y) + (x-y) = 24 + 10 => 2x = 34 => x = 17 metre bulunur."
Çarpanlara Ayırma,"Bir mobil oyunun puanlama sisteminde, oyuncuların 'başarı seviyesi' ve 'tekrar sayısı' çarpılarak toplam puan hesaplanır. Örneğin, 5 başarı seviyesine ulaşan ve bu başarıyı 3 kez tekrarlayan bir oyuncunun puanı 5x3=15'tir. * Ayşe, bir kategori içinde (x+4) başarı seviyesine ulaşmış ve bu başarıyı (x+4) kez tekrarlamıştır. * Berk, aynı kategori içinde (x-4) başarı seviyesine ulaşmış ve bu başarıyı (x-4) kez tekrarlamıştır. Buna göre Ayşe'nin topladığı puan ile Berk'in topladığı puan arasındaki fark aşağıdakilerden hangisidir?","{""A"": ""8"", ""B"": ""2x"", ""C"": ""16x"", ""D"": ""2x^2 + 32"", ""E"": ""64""}",C,"Ayşe'nin puanı: (başarı seviyesi) x (tekrar sayısı) = (x+4) * (x+4) = (x+4)^2 Berk'in puanı: (başarı seviyesi) x (tekrar sayısı) = (x-4) * (x-4) = (x-4)^2 İki oyuncunun puan farkı: (x+4)^2 - (x-4)^2 Bu ifade, a^2 - b^2 = (a-b)(a+b) özdeşliği kullanılarak çarpanlarına ayrılır. Burada a = (x+4) ve b = (x-4) olarak alınır. Fark = [(x+4) - (x-4)] * [(x+4) + (x-4)] = (x+4-x+4) * (x+4+x-4) = (8) * (2x) = 16x"
